name,utilisation,date_authorisation,composition,group_generic
"QUETIAPINE ARROW LP 300 mg, comprimé à libération prolongée ","Classe pharmacothérapeutique : antipsychotiques - diazépines, oxazépines, thiazépines et oxépines - code ATC : N05AH04 QUETIAPINE ARROW LP contient une substance qui s’appelle la quétiapine. Cette substance appartient au groupe de médicaments appelés antipsychotiques. QUETIAPINE ARROW LP peut être utilisé pour traiter diverses maladies, telles que : Lorsque QUETIAPINE ARROW LP est prescrit pour traiter des épisodes dépressifs majeurs dans le trouble dépressif majeur, il sera pris en complément d’un autre médicament prescrit pour traiter cette maladie. Votre médecin peut continuer à vous prescrire QUETIAPINE ARROW LP, même lorsque vous vous sentez mieux.",17/06/2015,['quétiapine'],"QUÉTIAPINE (FUMARATE DE) équivalant à QUETIAPINE 300 mg - XEROQUEL LP 300 mg, comprimé à libération prolongée"
"QUETIAPINE ARROW LAB LP 50 mg, comprimé à libération prolongée ","Classe pharmacothérapeutique : antipsychotiques - diazépines, oxazépines, thiazépines  et oxépines - code ATC : N05AH04 QUETIAPINE ARROW LAB LP contient une substance qui s’appelle la quétiapine. Cette substance appartient au groupe de médicaments appelés antipsychotiques. QUETIAPINE ARROW LAB LP peut être utilisé pour traiter diverses maladies telles que : Lorsque QUETIAPINE ARROW LAB LP est prescrit pour traiter des épisodes dépressifs majeurs dans le trouble dépressif majeur, il sera pris en complément d’un autre médicament prescrit pour traiter cette maladie. Votre médecin peut continuer à vous prescrire QUETIAPINE ARROW LAB LP même lorsque vous vous sentez mieux.",16/11/2021,['quétiapine'],"QUÉTIAPINE (FUMARATE DE) équivalant à QUETIAPINE 50 mg - XEROQUEL LP 50 mg, comprimé à libération prolongée"
"QUETIAPINE ARROW LAB LP 400 mg, comprimé à libération prolongée ","Classe pharmacothérapeutique : antipsychotiques - diazépines, oxazépines, thiazépines et oxépines - code ATC : N05 AH04 QUETIAPINE ARROW LAB LP contient une substance qui s’appelle la quétiapine. Cette substance appartient au groupe de médicaments appelés antipsychotiques. QUETIAPINE ARROW LAB LP peut être utilisé pour traiter diverses maladies telles que : Lorsque QUETIAPINE ARROW LAB LP est prescrit pour traiter des épisodes dépressifs majeurs dans le trouble dépressif majeur, il sera pris en complément d’un autre médicament prescrit pour traiter cette maladie. Votre médecin peut continuer à vous prescrire QUETIAPINE ARROW LAB LP même lorsque vous vous sentez mieux.",16/11/2021,['quétiapine'],"QUÉTIAPINE (FUMARATE DE) équivalant à QUETIAPINE 400 mg - XEROQUEL LP 400 mg, comprimé à libération prolongée"
"QUETIAPINE ARROW LAB LP 300 mg, comprimé à libération prolongée ","Classe pharmacothérapeutique : antipsychotiques - diazépines, oxazépines, thiazépines et oxépines - code ATC : N05AH04 QUETIAPINE ARROW LAB LP contient une substance qui s’appelle la quétiapine. Cette substance appartient au groupe de médicaments appelés antipsychotiques. QUETIAPINE ARROW LAB LP peut être utilisé pour traiter diverses maladies telles que : Lorsque QUETIAPINE ARROW LAB LP est prescrit pour traiter des épisodes dépressifs majeurs dans le trouble dépressif majeur, il sera pris en complément d’un autre médicament prescrit pour traiter cette maladie. Votre médecin peut continuer à vous prescrire QUETIAPINE ARROW LAB LP même lorsque vous vous sentez mieux.",16/11/2021,['quétiapine'],"QUÉTIAPINE (FUMARATE DE) équivalant à QUETIAPINE 300 mg - XEROQUEL LP 300 mg, comprimé à libération prolongée"
"QUETIAPINE ACCORD LP 50 mg, comprimé à libération prolongée ","Classe pharmacothérapeutique : antipsychotiques ; diazépines, oxazépines et thiazépines, code ATC : N05AH04. QUETIAPINE  ACCORD LP  contient une substance qui s'appelle  la quétiapine. Cette substance  appartient  au  groupe  de  médicaments  appelés  antipsychotiques. QUETIAPINE  ACCORD  LP  peut  être  utilisé  pour  traiter  diverses  maladies  telles  que : Lorsque  QUETIAPINE  ACCORD  LP  est  prescrit  pour  traiter  des  épisodes  dépressifs  majeurs  dans  le  trouble  dépressif  majeur,  il  sera  pris  en  complément  d'un  autre  médicament  prescrit  pour  traiter  cette  maladie. Votre  médecin  peut  continuer  à  vous  prescrire  QUETIAPINE  ACCORD  LP  même  lorsque  vous  vous  sentez  mieux.",21/01/2016,['quétiapine'],"QUÉTIAPINE (FUMARATE DE) équivalant à QUETIAPINE 50 mg - XEROQUEL LP 50 mg, comprimé à libération prolongée"
"QUETIAPINE ACCORD HEALTHCARE LP 400 mg, comprimé à libération prolongée ","Classe pharmacothérapeutique : antipsychotiques ; diazépines, oxazépines et thiazépines - code ATC : N05AH04 QUETIAPINE ACCORD HEALTHCARE LP contient une substance qui s’appelle la quétiapine. Cette substance appartient au groupe de médicaments appelés antipsychotiques. QUETIAPINE ACCORD HEALTHCARE LP peut  être  utilisé  pour  traiter  diverses  maladies  telles  que : Lorsque  QUETIAPINE ACCORD HEALTHCARE LP est  prescrit  pour  traiter  des  épisodes  dépressifs  majeurs  dans  le  trouble  dépressif  majeur,  il  sera  pris  en  complément  d'un  autre  médicament  prescrit  pour  traiter  cette  maladie. Votre  médecin  peut  continuer  à  vous  prescrire  QUETIAPINE ACCORD HEALTHCARE LP même  lorsque  vous  vous  sentez  mieux.",04/08/2016,['quétiapine'],"QUÉTIAPINE (FUMARATE DE) équivalant à QUETIAPINE 400 mg - XEROQUEL LP 400 mg, comprimé à libération prolongée"
"QUETIAPINE ACCORD HEALTHCARE LP 300 mg, comprimé à libération prolongée ","Classe pharmacothérapeutique : antipsychotiques ; diazépines, oxazépines et thiazépines - code ATC : N05AH04 QUETIAPINE ACCORD HEALTHCARE LP contient une substance qui s’appelle la quétiapine. Cette substance appartient au groupe de médicaments appelés antipsychotiques. QUETIAPINE ACCORD HEALTHCARE LP peut  être  utilisé  pour  traiter  diverses  maladies  telles  que : Lorsque  QUETIAPINE ACCORD HEALTHCARE LP est  prescrit  pour  traiter  des  épisodes  dépressifs  majeurs  dans  le  trouble  dépressif  majeur,  il  sera  pris  en  complément  d'un  autre  médicament  prescrit  pour  traiter  cette  maladie. Votre  médecin  peut  continuer  à  vous  prescrire  QUETIAPINE ACCORD HEALTHCARE LP même  lorsque  vous  vous  sentez  mieux.",04/08/2016,['quétiapine'],"QUÉTIAPINE (FUMARATE DE) équivalant à QUETIAPINE 300 mg - XEROQUEL LP 300 mg, comprimé à libération prolongée"
"QUESTRAN 4 g, poudre orale en sachet ","Classe pharmacothérapeutique : HYPOCHOLESTEROLEMIANT (B : sang, organes hématopoïétiques) - code ATC : C10AC01 Ce médicament est préconisé dans les affections suivantes :",01/07/1987,['cholestyramine'],
"QUASYM L.P. 30 mg, gélule à libération modifiée ","Classe pharmacothérapeutique : Psycho-analeptiques, psychostimulants et agents utilisés pour les troubles déficitaires de l’attention avec hyperactivité et nootropes, sympathomimétiques d’action centrale - code ATC : N06BA04 QUASYM L.P est indiqué dans le traitement du trouble déficitaire de l’attention avec hyperactivité (TDAH). Il est prescrit chez l’enfant et l’adolescent entre l’âge de 6 ans et 18 ans. Il n’est prescrit qu’après échec des traitements non médicamenteux (tels que conseils et thérapie comportementale). QUASYM L.P n’est pas indiqué dans le traitement du TDAH chez l’enfant de moins de 6 ans ou chez l’adulte, car la sécurité d’emploi et les bénéfices de son utilisation n’ont pas été établis dans ces groupes d’âge. QUASYM L.P améliore l’activité de certaines parties du cerveau qui ne sont pas assez actives. Le médicament peut contribuer à améliorer l’a ttention (durée d’attention), la concentration et à réduire les comportements impulsifs. Ce médicament est prescrit dans le cadre d’une prise en charge globale qui comprend généralement des mesures: Le traitement par méthylphénidate doit impérativement être instauré par un médecin spécialiste des troubles du comportement de l’enfant et/ou de l’adolescent, et faire l’objet d’une surveillance régulière par ce médecin. Le TDAH peut être contrôlé par la mise en place de programmes thérapeutiques. A propos du Trouble Déficitaire de l’Attention avec Hyperactivité (TDAH) Les enfants et les adolescents atteints d’un TDAH ont du mal à: Mais ce n’est pas de leur faute s’ils n’y parviennent pas. De nombreux enfants et adolescents font tous les efforts possibles pour y parvenir. Mais avec le ‘Trouble Déficitaire de l’Attention avec Hyperactivité’ (TDAH), ils peuvent rencontrer des problèmes dans leur vie de tous les jours, peuvent avoir des difficultés à apprendre et à faire leurs devoirs et du mal à se comporter correctement à la maison, en classe ou dans d’autres lieux. Le ‘Trouble Déficitaire de l’Attention avec Hyperactivité’ (TDAH) n’affecte pas l’intelligence de l’enfant ou de l’adolescent.",27/12/2006,['méthylphénidate'],
"QUASYM L.P. 20 mg, gélule à libération modifiée ","Classe pharmacothérapeutique : Psycho-analeptiques, psychostimulants et agents utilisés pour les troubles déficitaires de l’attention avec hyperactivité et nootropes, sympathomimétiques d’action centrale - code ATC : N06BA04 QUASYM L.P est indiqué dans le traitement du trouble déficitaire de l’attention avec hyperactivité (TDAH). Il est prescrit chez l’enfant et l’adolescent entre l’âge de 6 ans et 18 ans. Il n’est prescrit qu’après échec des traitements non médicamenteux (tels que conseils et thérapie comportementale). QUASYM L.P n’est pas indiqué dans le traitement du TDAH chez l’enfant de moins de 6 ans ou chez l’adulte, car la sécurité d’emploi et les bénéfices de son utilisation n’ont pas été établis dans ces groupes d’âge. QUASYM L.P améliore l’activité de certaines parties du cerveau qui ne sont pas assez actives. Le médicament peut contribuer à améliorer l’a ttention (durée d’attention), la concentration et à réduire les comportements impulsifs. Ce médicament est prescrit dans le cadre d’une prise en charge globale qui comprend généralement des mesures: Le traitement par méthylphénidate doit impérativement être instauré par un médecin spécialiste des troubles du comportement de l’enfant et/ou de l’adolescent, et faire l’objet d’une surveillance régulière par ce médecin. Le TDAH peut être contrôlé par la mise en place de programmes thérapeutiques. A propos du Trouble Déficitaire de l’Attention avec Hyperactivité (TDAH) Les enfants et les adolescents atteints d’un TDAH ont du mal à: Mais ce n’est pas de leur faute s’ils n’y parviennent pas. De nombreux enfants et adolescents font tous les efforts possibles pour y parvenir. Mais avec le ‘Trouble Déficitaire de l’Attention avec Hyperactivité’ (TDAH), ils peuvent rencontrer des problèmes dans leur vie de tous les jours, peuvent avoir des difficultés à apprendre et à faire leurs devoirs et du mal à se comporter correctement à la maison, en classe ou dans d’autres lieux. Le ‘Trouble Déficitaire de l’Attention avec Hyperactivité’ (TDAH) n’affecte pas l’intelligence de l’enfant ou de l’adolescent.",27/12/2006,['méthylphénidate'],
"QUASYM L.P. 10 mg, gélule à libération modifiée ","Classe pharmacothérapeutique : Psycho-analeptiques, psychostimulants et agents utilisés pour les troubles déficitaires de l’attention avec hyperactivité et nootropes, sympathomimétiques d’action centrale - code ATC : N06BA04 QUASYM L.P est indiqué dans le traitement du trouble déficitaire de l’attention avec hyperactivité (TDAH). Il est prescrit chez l’enfant et l’adolescent entre l’âge de 6 ans et 18 ans. Il n’est prescrit qu’après échec des traitements non médicamenteux (tels que conseils et thérapie comportementale). QUASYM L.P n’est pas indiqué dans le traitement du TDAH chez l’enfant de moins de 6 ans ou chez l’adulte, car la sécurité d’emploi et les bénéfices de son utilisation n’ont pas été établis dans ces groupes d’âge. QUASYM L.P améliore l’activité de certaines parties du cerveau qui ne sont pas assez actives. Le médicament peut contribuer à améliorer l’a ttention (durée d’attention), la concentration et à réduire les comportements impulsifs. Ce médicament est prescrit dans le cadre d’une prise en charge globale qui comprend généralement des mesures: Le traitement par méthylphénidate doit impérativement être instauré par un médecin spécialiste des troubles du comportement de l’enfant et/ou de l’adolescent, et faire l’objet d’une surveillance régulière par ce médecin. Le TDAH peut être contrôlé par la mise en place de programmes thérapeutiques. A propos du Trouble Déficitaire de l’Attention avec Hyperactivité (TDAH) Les enfants et les adolescents atteints d’un TDAH ont du mal à: Mais ce n’est pas de leur faute s’ils n’y parviennent pas. De nombreux enfants et adolescents font tous les efforts possibles pour y parvenir. Mais avec le ‘Trouble Déficitaire de l’Attention avec Hyperactivité’ (TDAH), ils peuvent rencontrer des problèmes dans leur vie de tous les jours, peuvent avoir des difficultés à apprendre et à faire leurs devoirs et du mal à se comporter correctement à la maison, en classe ou dans d’autres lieux. Le ‘Trouble Déficitaire de l’Attention avec Hyperactivité’ (TDAH) n’affecte pas l’intelligence de l’enfant ou de l’adolescent.",27/12/2006,['méthylphénidate'],
"QUADRASA 2 g, poudre pour solution rectale ",Classe pharmacothérapeutique - code ATC : A07EC. Ce médicament est indiqué dans le traitement d'attaque des formes basses de rectocolite hémorragique (inflammation chronique de l'intestin).,04/06/1996,['P A S sodique anhydre'],
"QUADRAMET 1,3 GBq/ml , solution injectable ",,05/02/1998,['samarium [153 Sm]'],
"QLAIRA, comprimé pelliculé ",,10/12/2008,"[""valérate d'estradiol"", 'diénogest', 'Pas de substance active.']",
"QINLOCK 50 mg, comprimé ",,18/11/2021,['riprétinib'],
"QIADE 150 microgrammes/30 microgrammes, comprimé pelliculé ","Classe pharmacothérapeutique : contraceptif hormonal oral - code ATC : G03AA07. QIADE 150 microgrammes/30 microgrammes, comprimé pelliculé, est une pilule contraceptive utilisée dans le but d'éviter une grossesse. Chaque comprimé contient deux hormones féminines différentes en petite quantité : le lévonorgestrel et l'éthinylestradiol. Les pilules contraceptives contenant deux hormones sont appelés contraceptifs oraux « combinés ».",21/07/2010,"['éthinylestradiol', 'lévonorgestrel']","LEVONORGESTREL 0,15 mg + ETHINYLESTRADIOL 0,03 mg - MINIDRIL, comprimé enrobé"
